stationNumber,stationName,latitude,longitude,date,precip_in
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-24,0.12
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-26,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-27,0.04
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-29,0.26
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-30,0.26
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2025-12-31,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-02,0.13
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-05,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-07,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-08,0.06
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-10,0.08
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-11,0.74
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-12,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-14,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-15,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-16,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-19,0.43
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-20,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-21,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-22,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-23,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-24,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-26,1.33
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-27,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-28,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-01-29,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-01,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-02,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-04,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-05,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-06,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-08,0.17
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-10,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-11,0.18
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-12,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-13,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-14,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-16,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-18,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-19,0.14
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-20,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-21,0.52
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-22,0.04
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-23,0.41
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-26,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-02-28,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-02,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-03,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-04,0.61
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-05,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-06,0.88
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-07,0.08
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-09,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-10,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-11,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-12,0.05
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-13,0.04
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-14,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-16,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-17,1.04
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-18,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-19,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-20,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-21,0.23
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-22,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-23,1.1
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-26,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-28,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-30,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-03-31,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-01,0.19
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-02,0.67
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-04,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-05,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-06,0.15
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-07,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-08,0.08
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-10,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-12,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-13,0.03
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-18,0.03
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-19,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-20,0.11
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-21,0.07
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-24,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-26,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-28,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-04-29,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-01,0.04
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-02,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-03,0.4
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-06,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-07,0.53
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-10,0.23
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-11,0.06
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-14,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-15,0.09
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-16,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-18,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-19,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-22,0.02
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-23,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-24,0.03
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-25,0.51
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-26,0.08
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-27,0.03
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-28,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-29,0.32
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-05-30,0.37
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-01,0.2
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-02,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-03,0.02
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-04,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-05,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-06,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-07,0.07
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-08,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-10,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-11,0.03
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-12,0.35
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-13,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-15,0.11
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-16,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-18,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-19,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-20,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-21,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-22,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-23,0.58
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-24,1.42
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-26,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-27,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-28,0.02
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-29,0.02
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-06-30,0.01
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-01,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-02,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-03,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-04,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-05,0.22
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-06,0.14
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-07,0.93
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-08,1.42
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-09,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-10,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-11,0.43
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-12,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-13,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-14,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-15,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-16,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-17,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-18,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-19,1.26
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-20,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-21,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-23,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-24,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-25,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-27,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-28,0.0
MA-BA-115,Pocasset 1.0 NNW,41.6994,-70.6222,2026-07-29,0.0
